,PRECINCTID,COUNTYFIPS_x,cousubname,elexpre,G20PRERTRU_x,G20PREDBID_x,G20PRELJOR_x,G20PREGHAW_x,G20PRENDEL_x,G20PRETBLA_x,G20USSRJAM_x,G20USSDPET_x,G20USSGSQU_x,G20USSNDER_x,G20USSTWIL_x,geometry,unique_ID,county_code,city_town_code,ward_number,precinct_number,precinct_label,G20PRERTRU_y,G20PREDBID_y,G20PRENDEL_y,G20USSNDER_y,G20USSTWIL_y,G20PRETBLA_y,G20PRELJOR_y,G20PREGHAW_y,G20USSGSQU_y,G20USSDPET_y,G20USSRJAM_y,COUNTYFIPS_y,city_town_name_x,join_id,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description),city_town_name_y,_merge,final
259,WP-021-70980-00002,021,St. Joseph charter township,021-SODUS TOWNSHIP-0-0002,744.0,631.0,13.0,2.0,0.0,3.0,803.0,570.0,4.0,3.0,2.0,"MULTIPOLYGON (((-86.49896607841086 42.07456005991928, -86.49893020378883 42.07324071514967, -86.49800507020854 42.0732443859703, -86.49797723442009 42.07304755820393, -86.49768647794129 42.07304871024585, -86.4976566034524 42.07256633010285, -86.49694276296785 42.07255912007095, -86.4965845872771 42.0725531477819, -86.4954124262544 42.07253994666327, -86.49510528942596 42.07254601293401, -86.4950264330208 42.07231995006442, -86.49498043091384 42.07215795075922, -86.4948484323497 42.07195394956628, -86.49485943098688 42.07178894926226, -86.49483743200112 42.06946494978252, -86.49481243080209 42.06872694970996, -86.49480543196344 42.06685394903067, -86.49479243192492 42.06511894815858, -86.49478543061261 42.06340694856772, -86.49478643111146 42.06330494895455, -86.49478743127609 42.06323394922979, -86.49478243204808 42.06146994822186, -86.49476843030881 42.0597719474458, -86.49480843143742 42.0589749476399, -86.4948044314543 42.0583099477833, -86.49480043129309 42.05794694831295, -86.49480343010119 42.0578599474205, -86.49478642960938 42.05704994782025, -86.49479042991446 42.05651694693537, -86.49479942980523 42.0556139463313, -86.49480942907371 42.05376094741074, -86.49480942985895 42.05287294737772, -86.49481442987333 42.05241794649247, -86.49481743080314 42.05215094606465, -86.49481942909335 42.05192594598994, -86.49482043072332 42.05188994718762, -86.49482042994283 42.05188044609461, -86.49482042970071 42.05185394692374, -86.49482129333464 42.05063887553244, -86.49604797751358 42.05065180911699, -86.49910719055464 42.05065464227344, -86.49969549470617 42.05066304391119, -86.50003305392235 42.05064508429552, -86.50030646811379 42.05064820687893, -86.50237151950047 42.05067175817383, -86.50283619137699 42.05066697424672, -86.50546755854904 42.05066675305474, -86.50705679500555 42.05066568466375, -86.50925360336498 42.05067189200317, -86.5128562022836 42.0506458825099, -86.51419446369104 42.05069254203927, -86.52319296175074 42.05074001344363, -86.52294772136214 42.05103227933644, -86.52209866018053 42.05172794064683, -86.52158080146603 42.0523695931521, -86.5214400979569 42.05257257464111, -86.52143867568476 42.05287490915954, -86.5213344887827 42.05313297009509, -86.5210711697522 42.05349216495519, -86.52100877271116 42.05357728296318, -86.52046183086175 42.05414188220358, -86.52015847904632 42.05452029579043, -86.51969845532039 42.0553654992699, -86.51955690667916 42.05574438136921, -86.51874273563658 42.05681392346861, -86.51849127079414 42.05710452810438, -86.51778177615408 42.0578115628699, -86.51771129331702 42.05790482269531, -86.51757450941496 42.05808580780668, -86.51746276101994 42.05838231967671, -86.51732224552323 42.05854131979918, -86.51707028754529 42.05893086924394, -86.51690029513303 42.05910077635609, -86.5168475989605 42.0593534875867, -86.51676612974421 42.05946868431084, -86.5166836674502 42.05979276753875, -86.51653494726499 42.06012765047215, -86.51603789382271 42.06100571272744, -86.51574160049853 42.06143360751068, -86.51519457184251 42.06199268730889, -86.51480237593299 42.06247526420289, -86.51449834218724 42.06298009291128, -86.51444586950748 42.06318332811269, -86.51443014844676 42.06339217082891, -86.51429040213718 42.06348284109281, -86.51425304437353 42.06350708152147, -86.51381690744394 42.06394554814164, -86.5131209030052 42.0648779744394, -86.51271281338731 42.06559687115649, -86.51263783509762 42.06588799312772, -86.51270308160386 42.06608608328898, -86.5127910635092 42.06614681343242, -86.51262042794794 42.06644314712621, -86.51252452630646 42.0664978285674, -86.51241356371386 42.06662393070394, -86.51238325899565 42.06680524537462, -86.51217620977333 42.06702450709263, -86.51216093341367 42.0671399011446, -86.51203520449333 42.06727695173795, -86.51201942048094 42.06749678652701, -86.51196003324587 42.06760655103172, -86.51140012009047 42.06851311024366, -86.51136381341333 42.06856418668536, -86.51092165706804 42.06891103151953, -86.50804400900485 42.06885708364231, -86.50469363760247 42.06879787561205, -86.50469240502052 42.06956448117839, -86.504740382931 42.07253805321513, -86.5038279431708 42.07254617868499, -86.50236157469885 42.07255744414278, -86.50224198472611 42.06904525637215, -86.50222588005091 42.06869003279908, -86.49990201522067 42.06868757641131, -86.50001732726875 42.07186767191546, -86.5009822273686 42.07188351998381, -86.50094837860061 42.07254572381716, -86.49973151915971 42.07255809331834, -86.49975906323972 42.0745569069109, -86.49896607841086 42.07456005991928)), ((-86.49531343240592 42.07814695006289, -86.49532361619484 42.07587710613947, -86.4953237974912 42.07587710992659, -86.49590744561061 42.07588889208296, -86.49590503502777 42.07631371489245, -86.49899037810628 42.07631388084887, -86.49903341242378 42.07809566515228, -86.49939683943344 42.07810925741158, -86.49947016625644 42.0798909208853, -86.49764390080871 42.07990602819215, -86.49637735474451 42.07989738900579, -86.49530962476344 42.07990072141244, -86.49530962553703 42.07990049002656, -86.49531343240592 42.07814695006289)), ((-86.49531833047337 42.07566963604715, -86.49532266414458 42.07432817153303, -86.49532290225685 42.07432817869766, -86.49607571528371 42.07435081223684, -86.49591106427006 42.07563399126761, -86.49531833040271 42.07566979630475, -86.49531833047337 42.07566963604715)))",WP-021-70980-00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
260,WP-021-70980-00003,021,St. Joseph charter township,021-SODUS TOWNSHIP-0-0003,602.0,523.0,12.0,1.0,0.0,1.0,633.0,479.0,3.0,1.0,5.0,"POLYGON ((-86.48797167719488 42.08173170786176, -86.48675617136018 42.08172023486294, -86.48548082041063 42.08172772343872, -86.48548062825181 42.08172772417961, -86.48551542941877 42.08053795161941, -86.48554742893681 42.07988695126, -86.48553642868659 42.07765695120635, -86.48556143004065 42.0746289503653, -86.48557943044172 42.07323595131756, -86.48556042933646 42.07311795060993, -86.48553142874346 42.0729959513795, -86.48550142919194 42.07292395100252, -86.48516043019077 42.07237095094649, -86.48512042805059 42.07226895054393, -86.48508843025182 42.07215995080055, -86.48506242989575 42.07202395063763, -86.4850514298015 42.07185995025846, -86.4850304282341 42.06980995086207, -86.48502942822165 42.06973995088289, -86.48502942871653 42.0696319497601, -86.4850394275629 42.06674694949024, -86.48503542884839 42.06590595024253, -86.48505242873307 42.063810948849, -86.48504042921101 42.06324494848015, -86.48504042873276 42.06250294796766, -86.48504542855933 42.06203694786545, -86.4850514285079 42.06157194868285, -86.48505042836075 42.05927494790539, -86.48505342776332 42.05793794760262, -86.48504242686799 42.05574594701522, -86.48504142835083 42.05487394721371, -86.48505742644559 42.0529119477961, -86.48505142782196 42.0526819470258, -86.48503342711167 42.05196394645071, -86.48503063654606 42.05071722516186, -86.48503063678852 42.05071708561071, -86.48643642929703 42.05069821234588, -86.4873574199374 42.05069794191272, -86.48865377818345 42.0506913644316, -86.48943185198888 42.05065204909597, -86.48985249280956 42.0506648493188, -86.49029732162788 42.05066736584162, -86.49049171641039 42.05066846599369, -86.49215044090947 42.0506609690277, -86.49318169391198 42.05066377682035, -86.49446681172944 42.05064961600446, -86.49482129333464 42.05063887553244, -86.49482042970071 42.05185394692374, -86.49482042994283 42.05188044609461, -86.49482043072332 42.05188994718762, -86.49481942909335 42.05192594598994, -86.49481743080314 42.05215094606465, -86.49481442987333 42.05241794649247, -86.49480942985895 42.05287294737772, -86.49480942907371 42.05376094741074, -86.49479942980523 42.0556139463313, -86.49479042991446 42.05651694693537, -86.49478642960938 42.05704994782025, -86.49480343010119 42.0578599474205, -86.49480043129309 42.05794694831295, -86.4948044314543 42.0583099477833, -86.49480843143742 42.0589749476399, -86.49476843030881 42.0597719474458, -86.49478243204808 42.06146994822186, -86.49478743127609 42.06323394922979, -86.49478643111146 42.06330494895455, -86.49478543061261 42.06340694856772, -86.49479243192492 42.06511894815858, -86.49480543196344 42.06685394903067, -86.49481243080209 42.06872694970996, -86.49483743200112 42.06946494978252, -86.49485943098688 42.07178894926226, -86.4948484323497 42.07195394956628, -86.49498043091384 42.07215795075922, -86.4950264330208 42.07231995006442, -86.49510528942596 42.07254601293401, -86.49510530677095 42.07254607318728, -86.49523979324 42.07300737808549, -86.49527942687831 42.07322024264097, -86.4953112544881 42.07340757689304, -86.49532817520867 42.07364325234148, -86.49533721146115 42.07384203664854, -86.49532266414458 42.07432817153303, -86.49531833047337 42.07566963604715, -86.49531833040271 42.07566979630475, -86.49532086674351 42.07573631740862, -86.49532361619484 42.07587710613947, -86.49531343240592 42.07814695006289, -86.49530962553703 42.07990049002656, -86.49530962476344 42.07990072141244, -86.49042686987805 42.07990488994748, -86.48797864927796 42.07989276475727, -86.487971677882 42.08173146027003, -86.48797167719488 42.08173170786176))",WP-021-70980-00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
261,WP-021-70980-00004,021,St. Joseph charter township,021-SODUS TOWNSHIP-0-0004,1143.0,909.0,28.0,2.0,0.0,7.0,1222.0,820.0,9.0,3.0,16.0,"POLYGON ((-86.48129167064181 42.0811648003442, -86.48065396550719 42.08089655614334, -86.48035164915549 42.08096537690816, -86.48014047522241 42.08107896333707, -86.47989126584464 42.08118712114557, -86.47794486943161 42.08176399982428, -86.47798555235953 42.08202110490507, -86.47797316619084 42.08230755825304, -86.47795830037875 42.08225267307308, -86.47775654209586 42.08226847649578, -86.47668653447072 42.08224996749212, -86.47546523280079 42.08224705573483, -86.47473242786992 42.08196895353212, -86.47454942710206 42.08190095207542, -86.47450542736712 42.08190595223125, -86.47444742796829 42.08182895276978, -86.47433742734502 42.08178395183438, -86.47427242621377 42.08170095179567, -86.47430342759388 42.08160795216929, -86.47445142628681 42.0815759530102, -86.47446742762236 42.08152095310645, -86.47436842735289 42.08125595191276, -86.47448742689586 42.08116295287676, -86.47481842581111 42.08118795285536, -86.47480642801462 42.08103295265797, -86.47472042735522 42.08087295305451, -86.47454542566646 42.08079995165194, -86.47433242774915 42.08077095307213, -86.47431942722326 42.08063295294656, -86.47449042750841 42.08052495177353, -86.47478542773079 42.08048795202382, -86.47470642664376 42.08035595325469, -86.47457542709112 42.08029895268135, -86.47445342631636 42.08027795282968, -86.4740904269779 42.08021895306143, -86.47395142767691 42.08015195214428, -86.47402942556359 42.0798929521142, -86.47378342712555 42.07964395170763, -86.47358542599495 42.07958195240784, -86.47349842610221 42.07949295175769, -86.47346142725098 42.07908495226651, -86.47326542587435 42.07843995226224, -86.47279142495606 42.07772595258359, -86.47262842595633 42.07733395127786, -86.47254542491666 42.07699195182008, -86.47228442531971 42.07630695191121, -86.47199742450566 42.07536895191613, -86.47177142632823 42.07480595115478, -86.47157242621948 42.07386895203562, -86.47153942580493 42.07318595145867, -86.47135442581917 42.07286995112803, -86.47126342497711 42.07258995173022, -86.47111342565375 42.0723599512422, -86.47065142527315 42.07178995105317, -86.46958942542501 42.0708769507937, -86.46809442389132 42.06940495128072, -86.46785042420544 42.06927895046, -86.46776742342487 42.06916395038233, -86.46754542389745 42.06897795069028, -86.4672784225243 42.06881995124543, -86.46699742267511 42.06873395166871, -86.46640042343672 42.06868195092274, -86.46559842350435 42.06881195161046, -86.46522442306221 42.06898495049702, -86.46414342270845 42.06999195199741, -86.4638144226643 42.07033495101047, -86.46329142130068 42.07112395104014, -86.46234342185048 42.07215795151931, -86.46227342319239 42.07220895132495, -86.4616404233447 42.07267895172289, -86.46150842295137 42.07272895248271, -86.46107542201274 42.07296795107435, -86.46038542167567 42.07323195123347, -86.46034842121389 42.07324695187248, -86.45974542235388 42.07332795155173, -86.45954642110814 42.07335495189771, -86.45923842075629 42.07346695262446, -86.45889342241244 42.07362795279123, -86.4584594212422 42.0736969520062, -86.45799442120132 42.07366095147424, -86.45736042074719 42.07357595203685, -86.45702042032464 42.07351695243737, -86.45667342116444 42.07341395259671, -86.45590247050809 42.07327094414904, -86.45590243179272 42.07327093708549, -86.45592759625254 42.07261001503969, -86.45594308943227 42.07171248911505, -86.45586870678572 42.07071574358676, -86.45585268318644 42.07067774592287, -86.45585060645384 42.06909378034557, -86.45579786064334 42.06672086516893, -86.4558025033359 42.06646304038243, -86.45580981288185 42.06233487737617, -86.45582996383321 42.06213378445822, -86.4558330592933 42.06129366329971, -86.45584284942559 42.06123815874709, -86.4558577080974 42.06118137373888, -86.45590122993012 42.06112459209175, -86.45592139980859 42.06078407918821, -86.45582528605856 42.0605970957807, -86.45585663236795 42.06014859124661, -86.4558424988589 42.05930081069949, -86.45584418525159 42.05902703908402, -86.45581915707571 42.05851875947273, -86.45583426081406 42.05692498101099, -86.45583860617975 42.05680319560582, -86.45580585299088 42.05552842770103, -86.45581972250693 42.05450698086002, -86.45582701093755 42.05087352548099, -86.46172830399314 42.05081670354947, -86.46493558237532 42.05082220841604, -86.46560606827404 42.05080862116296, -86.46612779503823 42.05081264001614, -86.46737026558233 42.050805097579, -86.46857569432862 42.05080347214142, -86.46979665602316 42.05080345359129, -86.47253475365041 42.05076899658142, -86.47528635017139 42.05076326654985, -86.47533745057883 42.05076328340908, -86.47728419603953 42.05075389296248, -86.47865142024631 42.05074727929789, -86.4820404299283 42.05073124849223, -86.48503063678852 42.05071708561071, -86.48503063654606 42.05071722516186, -86.48503342711167 42.05196394645071, -86.48505142782196 42.0526819470258, -86.48505742644559 42.0529119477961, -86.48504142835083 42.05487394721371, -86.48504242686799 42.05574594701522, -86.48505342776332 42.05793794760262, -86.48505042836075 42.05927494790539, -86.4850514285079 42.06157194868285, -86.48504542855933 42.06203694786545, -86.48504042873276 42.06250294796766, -86.48504042921101 42.06324494848015, -86.48505242873307 42.063810948849, -86.48503542884839 42.06590595024253, -86.4850394275629 42.06674694949024, -86.48502942871653 42.0696319497601, -86.48502942822165 42.06973995088289, -86.4850304282341 42.06980995086207, -86.4850514298015 42.07185995025846, -86.48506242989575 42.07202395063763, -86.48508843025182 42.07215995080055, -86.48512042805059 42.07226895054393, -86.48516043019077 42.07237095094649, -86.48550142919194 42.07292395100252, -86.48553142874346 42.0729959513795, -86.48556042933646 42.07311795060993, -86.48557943044172 42.07323595131756, -86.48556143004065 42.0746289503653, -86.48553642868659 42.07765695120635, -86.48554742893681 42.07988695126, -86.48551542941877 42.08053795161941, -86.48548062825181 42.08172772417961, -86.48546589433884 42.08218624784167, -86.48546572614612 42.08223509919857, -86.48545861179117 42.08231850928458, -86.48299140966313 42.08231637447884, -86.48160065504329 42.08231356613705, -86.48134985570813 42.0823118467392, -86.48129167064181 42.0811648003442))",WP-021-70980-00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
673,WP-049-29000-05062,049,Flint city,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"POLYGON ((-83.69875567653838 43.01354726166461, -83.70181467662685 43.01214526123545, -83.70266867812366 43.01306226111923, -83.70291267816032 43.01334926083574, -83.70314267700691 43.01361626111633, -83.70347067846478 43.01401726057753, -83.70378267727092 43.01426926090051, -83.70276067752714 43.01474826201752, -83.70214667724684 43.01529326088414, -83.70182967803987 43.01550526083249, -83.70152967864726 43.0156292612666, -83.70119867717901 43.01574226123942, -83.70078067662631 43.01575526156071, -83.70036267716914 43.01572926162824, -83.70010167777403 43.01565626109431, -83.69964167816184 43.01544326220755, -83.6995306782924 43.01534426090556, -83.69912967624713 43.01498726106347, -83.69909967625236 43.01475726144169, -83.69920067650261 43.01449926079464, -83.69921767604819 43.01435126082993, -83.699215676416 43.01401026233334, -83.69915767714618 43.01386126166363, -83.69901867708825 43.01371126064023, -83.69875567653838 43.01354726166461))",WP-049-29000-05062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
792,WP-051-32320-01002,051,Gladwin city,051-GLADWIN CITY-0-0002,453.0,228.0,10.0,4.0,0.0,0.0,428.0,247.0,5.0,2.0,6.0,"MULTIPOLYGON (((-84.48597268663902 43.99606924952361, -84.48593511761449 43.99477314601278, -84.48593510884044 43.99477290366932, -84.48591901810568 43.99431138546672, -84.48589101837861 43.99331738627475, -84.48586001893337 43.99115838573974, -84.48710201832786 43.99117438566843, -84.48838101945397 43.99119938449777, -84.49062201930415 43.99127238547399, -84.49075001857022 43.99126338581559, -84.49084501994085 43.99124538440107, -84.4908730202788 43.99117138450487, -84.49089602041887 43.99106638524035, -84.49093602030922 43.99036638425454, -84.49089901978758 43.98944938461304, -84.49087001901346 43.9885433848811, -84.49087101999258 43.98783838494084, -84.4908550177413 43.98766038518171, -84.49163001938739 43.98768538510898, -84.491629019282 43.98737538455833, -84.49165401994654 43.9861503834811, -84.49162501836413 43.98526438459751, -84.49164901786153 43.98433938353336, -84.49042601966059 43.98433138324905, -84.49044801740368 43.98354538304847, -84.49044801949157 43.98342938422718, -84.4904750191079 43.98266338316028, -84.49047501827074 43.98252938383086, -84.49167601889967 43.98254138357109, -84.49220801996591 43.98254638441337, -84.49223301968732 43.98167438340155, -84.49225201751102 43.98073838343395, -84.491899019114 43.98073238320615, -84.49190801886792 43.97961838355749, -84.49192801848152 43.97907938265748, -84.49189601816649 43.97883838220658, -84.49188001828772 43.9786733832923, -84.49181801730819 43.97854138316217, -84.49155301848178 43.97805438214017, -84.49139101720183 43.97785138293996, -84.49095401706077 43.9776873822486, -84.49006201883007 43.97779138381646, -84.48990301880077 43.97779038235715, -84.48973801836905 43.97777538321677, -84.4895630163557 43.97770738230204, -84.48930901755124 43.97752338377371, -84.4892550165233 43.97738238292523, -84.48925501799951 43.97724438354037, -84.489194018216 43.97711438345056, -84.48911501656188 43.97706238256333, -84.48903701700868 43.97689938272541, -84.4883910181599 43.97690838373326, -84.48800301626969 43.97690938328222, -84.48799301564104 43.97596638183224, -84.48797501596626 43.97468238295466, -84.48895301573002 43.97470038326737, -84.48919901830287 43.97470938277759, -84.48921501639443 43.97454238278201, -84.48922501611976 43.97373138277354, -84.48917801760599 43.97363738235195, -84.48909325372787 43.97358513277756, -84.49210187462288 43.97364181304774, -84.49211001702042 43.97364210118447, -84.4923534782622 43.97364845066009, -84.49235229523821 43.97348345008393, -84.49226082496983 43.97324026558229, -84.49209271038883 43.97301782216313, -84.49187718375943 43.97285503873625, -84.49171878849145 43.97281403244324, -84.4914597921756 43.97283182960094, -84.49124061436633 43.97278984106022, -84.4909327511223 43.97266401988603, -84.49055833235398 43.97247669930696, -84.49028995805523 43.97230207468741, -84.49020310683272 43.97215784260399, -84.49020032572579 43.97199849186406, -84.49024114227866 43.97190576476691, -84.4904555408723 43.97185428912758, -84.49087226365305 43.97189946828023, -84.49113507446077 43.97175538832528, -84.49138435300188 43.97155615414339, -84.49141029767986 43.97145219928682, -84.49134079879781 43.97123683488019, -84.49109099622612 43.97102168872132, -84.49093792995347 43.97089489897585, -84.49075076163409 43.9708151813714, -84.49034126711214 43.97074439277728, -84.49001415332519 43.97066875785693, -84.48987572222944 43.97061344993719, -84.48986810363553 43.97058958515711, -84.48986124406279 43.97053602739192, -84.48995290909592 43.97048971841973, -84.49009497089078 43.97040249326736, -84.49032718405955 43.970328346504, -84.49063966352973 43.97033249736423, -84.49097025135687 43.97027153856888, -84.49118662254367 43.97017341796625, -84.49134512933701 43.9700864096244, -84.49145379287326 43.96995922295061, -84.49117767030754 43.96995545798207, -84.49092722479691 43.96995923533692, -84.49092132645875 43.96941577968976, -84.49108095835794 43.96941743483205, -84.49125271809477 43.96941923276472, -84.49529789634471 43.96945588274455, -84.4952890489259 43.97011969274769, -84.49529612668211 43.9716181849104, -84.49529516890127 43.97194223489534, -84.49529106427828 43.97333076917307, -84.49532418846594 43.9737527231956, -84.49783873861293 43.97375256508045, -84.4978242213417 43.97193971053647, -84.50034951638426 43.97193662875227, -84.50037072359936 43.97374845592107, -84.50104406262064 43.97373446972794, -84.50370559872744 43.97373237214762, -84.50538652138401 43.97374754946799, -84.50538683314319 43.97493044859781, -84.5054056329633 43.97566765329169, -84.50542133083719 43.97638784585804, -84.50634671287747 43.97638219558863, -84.50636238497215 43.97733588255327, -84.50544570813004 43.97733219349256, -84.50544584132277 43.97743528667865, -84.50544415081158 43.97760307279457, -84.50622780755637 43.97759979778805, -84.50622256487713 43.98011974182614, -84.50549178878931 43.98010814875588, -84.50549351666521 43.98026806188194, -84.50549408979545 43.98036943638154, -84.50646725870051 43.98032871396791, -84.50648626239509 43.97790155369078, -84.50896726068166 43.97791872042303, -84.50852982301492 43.97812492377604, -84.50732825779963 43.97837118574807, -84.50704551220434 43.97879135933488, -84.50729710687919 43.97960775777806, -84.50748639585012 43.97988633396793, -84.50765117017929 43.98008464044413, -84.50785626346354 43.98025486992697, -84.51042993701854 43.98030089440983, -84.51040361048244 43.98087972310754, -84.50551042943424 43.98092116652684, -84.50559400292127 43.98388303831084, -84.50560860547374 43.98454127350586, -84.50564604444875 43.98622894102004, -84.50564639902787 43.98623644119593, -84.50567652902949 43.98742465097477, -84.50567912624331 43.98751095824404, -84.50568731206012 43.9877474311085, -84.50570461617642 43.98825026484119, -84.50570475192455 43.98855084881, -84.50574072633368 43.98973774985087, -84.50574403737451 43.98994934245826, -84.50576712853915 43.99120043744387, -84.50580720371219 43.99472279121522, -84.50579918517043 43.99508841821601, -84.50569520969958 43.99508859101352, -84.49861193552654 43.99495665467796, -84.49588640664159 43.99490696878998, -84.49593733206359 43.99846521578212, -84.48601291673545 43.99836752278872, -84.48597268663902 43.99606924952361), (-84.48818115986101 43.99582187076227, -84.48816592005163 43.99480303460069, -84.48716895123704 43.99478957527294, -84.48718062929936 43.99580044015077, -84.48818115986101 43.99582187076227)), ((-84.50660203223326 43.97762235672806, -84.50660121749456 43.97725534251575, -84.50927192521392 43.97730494375961, -84.50928254324684 43.97768298754427, -84.50660203223326 43.97762235672806)))",WP-051-32320-01002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
793,WP-051-32320-01001,051,Gladwin city,051-GLADWIN CITY-0-0001,457.0,263.0,15.0,2.0,0.0,0.0,438.0,268.0,4.0,0.0,3.0,"POLYGON ((-84.47585660261393 43.99397429239092, -84.47597114647527 43.987304168316, -84.47302464545773 43.98729259925898, -84.47101556496072 43.98729537423773, -84.47051674718587 43.98729974279677, -84.46800101153013 43.98730215683937, -84.46560632112659 43.987293476402, -84.46564301861586 43.98224208572076, -84.46565312171855 43.98090483414559, -84.46462270273528 43.98095732731599, -84.46463992539489 43.98010489223004, -84.46568906771003 43.98011463059095, -84.46571412244286 43.97711265731946, -84.46574748724859 43.97457796520722, -84.46575469504886 43.97326694002562, -84.47672160460382 43.97337913122009, -84.4818937536951 43.97343476650759, -84.48570686687955 43.97353013720958, -84.48590625750414 43.97351064041334, -84.48594182553452 43.97350716300274, -84.4867860872172 43.97354523661614, -84.4868755566238 43.97351722010922, -84.4870215132366 43.97351136347335, -84.48739390472942 43.97352022153482, -84.48797187130391 43.97352823438854, -84.48909325372787 43.97358513277756, -84.48917801760599 43.97363738235195, -84.48922501611976 43.97373138277354, -84.48921501639443 43.97454238278201, -84.48919901830287 43.97470938277759, -84.48895301573002 43.97470038326737, -84.48797501596626 43.97468238295466, -84.48799301564104 43.97596638183224, -84.48800301626969 43.97690938328222, -84.4883910181599 43.97690838373326, -84.48903701700868 43.97689938272541, -84.48911501656188 43.97706238256333, -84.489194018216 43.97711438345056, -84.48925501799951 43.97724438354037, -84.4892550165233 43.97738238292523, -84.48930901755124 43.97752338377371, -84.4895630163557 43.97770738230204, -84.48973801836905 43.97777538321677, -84.48990301880077 43.97779038235715, -84.49006201883007 43.97779138381646, -84.49095401706077 43.9776873822486, -84.49139101720183 43.97785138293996, -84.49155301848178 43.97805438214017, -84.49181801730819 43.97854138316217, -84.49188001828772 43.9786733832923, -84.49189601816649 43.97883838220658, -84.49192801848152 43.97907938265748, -84.49190801886792 43.97961838355749, -84.491899019114 43.98073238320615, -84.49225201751102 43.98073838343395, -84.49223301968732 43.98167438340155, -84.49220801996591 43.98254638441337, -84.49167601889967 43.98254138357109, -84.49047501827074 43.98252938383086, -84.4904750191079 43.98266338316028, -84.49044801949157 43.98342938422718, -84.49044801740368 43.98354538304847, -84.49042601966059 43.98433138324905, -84.49164901786153 43.98433938353336, -84.49162501836413 43.98526438459751, -84.49165401994654 43.9861503834811, -84.491629019282 43.98737538455833, -84.49163001938739 43.98768538510898, -84.4908550177413 43.98766038518171, -84.49087101999258 43.98783838494084, -84.49087001901346 43.9885433848811, -84.49089901978758 43.98944938461304, -84.49093602030922 43.99036638425454, -84.49089602041887 43.99106638524035, -84.4908730202788 43.99117138450487, -84.49084501994085 43.99124538440107, -84.49075001857022 43.99126338581559, -84.49062201930415 43.99127238547399, -84.48838101945397 43.99119938449777, -84.48710201832786 43.99117438566843, -84.48586001893337 43.99115838573974, -84.48589101837861 43.99331738627475, -84.48591901810568 43.99431138546672, -84.48593510884044 43.99477290366932, -84.48593511761449 43.99477314601278, -84.47678264172882 43.99450467275251, -84.47584936107678 43.99447727984262, -84.47585374764783 43.99417267666421, -84.47585660261393 43.99397429239092))",WP-051-32320-01001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
